"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1254811","DRIVER","49cf13d4e49a9b65e4adcfb54a4f0ebd2da40274152ae28f011a5b20e758334ef4e621e903387a7c230930d1113c876caafa464adc6667ef384983d9b65d64c6","JE492915","1191110","2021-12-30T12:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254798","DRIVER","542a46a38427c4e8501817c28de1382641ce8a483ecbc4de7ae9e172c47c1d6819e34536005b9dc03e1c56ce1fd94d059eeee021ece0331491861e5723694a02","JE492881","1191096","2021-12-30T11:59:00.000",,"DOLTON","IL","60419","F","25","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254799","DRIVER","542a46a38427c4e8501817c28de1382641ce8a483ecbc4de7ae9e172c47c1d6819e34536005b9dc03e1c56ce1fd94d059eeee021ece0331491861e5723694a02","JE492881","1191102","2021-12-30T11:59:00.000",,"BURNHAM","IL","60633","F","47","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P280533","PASSENGER","542a46a38427c4e8501817c28de1382641ce8a483ecbc4de7ae9e172c47c1d6819e34536005b9dc03e1c56ce1fd94d059eeee021ece0331491861e5723694a02","JE492881","1191102","2021-12-30T11:59:00.000","3","BURNHAM","IL","60633","M","20",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1254819","DRIVER","dd33b461c4b41a1863bdadf620535de2e5fe77e8493355ceb094b2a8c44f0711163c501f1a584f7b2586238d7c43003a4b13ee4e4cb1a96233b1b670f2e55186","JE492957","1191114","2021-12-30T11:55:00.000",,"CHICAGO","IL","60644","M","25","IL","D","SAFETY BELT NOT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254820","PEDESTRIAN","dd33b461c4b41a1863bdadf620535de2e5fe77e8493355ceb094b2a8c44f0711163c501f1a584f7b2586238d7c43003a4b13ee4e4cb1a96233b1b670f2e55186","JE492957",,"2021-12-30T11:55:00.000",,"CHICAGO","IL","60616","M","43",,,"NONE PRESENT",,,"NONINCAPACITATING INJURY","RUSH",,,,,,"OTHER ACTION","OTHER LIGHT SOURCE USED","SHOULDER","TEST NOT OFFERED",,
"O1254800","DRIVER","ab714341c39cd5a2d8b11a6792d40476ee4d6c0a33552a250ae8d25e2cef5b605eb962b0a84b9cd041eae86c40c995a6f8efdb438711e2f2039762dea0d268fd","JE492825","1191094","2021-12-30T11:28:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254801","DRIVER","ab714341c39cd5a2d8b11a6792d40476ee4d6c0a33552a250ae8d25e2cef5b605eb962b0a84b9cd041eae86c40c995a6f8efdb438711e2f2039762dea0d268fd","JE492825","1191100","2021-12-30T11:28:00.000",,"CHICAGO","IL","60612","F","72","IL","D","SAFETY BELT USED","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P280530","PASSENGER","ab714341c39cd5a2d8b11a6792d40476ee4d6c0a33552a250ae8d25e2cef5b605eb962b0a84b9cd041eae86c40c995a6f8efdb438711e2f2039762dea0d268fd","JE492825","1191094","2021-12-30T11:28:00.000","3",,"IL",,,,,,"NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P280531","PASSENGER","ab714341c39cd5a2d8b11a6792d40476ee4d6c0a33552a250ae8d25e2cef5b605eb962b0a84b9cd041eae86c40c995a6f8efdb438711e2f2039762dea0d268fd","JE492825","1191100","2021-12-30T11:28:00.000","3","CHICAGO","IL","60612",,,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1254805","DRIVER","64912b5947be62ced685438626b318d77778340aaa9f553d5e685fbaaea53c55dba8751befbbb9d2c9ea73c35fd17a62f7d9a9cad776f1861a39c957fd48af97","JE492884","1191099","2021-12-30T11:26:00.000",,"SCHILLER PARK","IL","60176","M","55","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254806","DRIVER","64912b5947be62ced685438626b318d77778340aaa9f553d5e685fbaaea53c55dba8751befbbb9d2c9ea73c35fd17a62f7d9a9cad776f1861a39c957fd48af97","JE492884","1191107","2021-12-30T11:26:00.000",,"CHICAGO","IL","60613","M","37","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P280534","PASSENGER","64912b5947be62ced685438626b318d77778340aaa9f553d5e685fbaaea53c55dba8751befbbb9d2c9ea73c35fd17a62f7d9a9cad776f1861a39c957fd48af97","JE492884","1191107","2021-12-30T11:26:00.000","3","CHICAGO","IL","60613","F","34",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P280535","PASSENGER","64912b5947be62ced685438626b318d77778340aaa9f553d5e685fbaaea53c55dba8751befbbb9d2c9ea73c35fd17a62f7d9a9cad776f1861a39c957fd48af97","JE492884","1191107","2021-12-30T11:26:00.000","6","CHICAGO","IL","60613","F","42",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1254782","DRIVER","6801f5d8127a4ff41878e3c9b1745371673bd25b2237e478a47c6c13fbac0ea715d538fb390505574e134c5e9ae79e1eaa5f78727bdbd9d38da07ac283d56d4e","JE492877","1191076","2021-12-30T11:26:00.000",,"CHICAGO","IL","60620","M","87","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY","DNA","DNA",,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254783","DRIVER","6801f5d8127a4ff41878e3c9b1745371673bd25b2237e478a47c6c13fbac0ea715d538fb390505574e134c5e9ae79e1eaa5f78727bdbd9d38da07ac283d56d4e","JE492877","1191081","2021-12-30T11:26:00.000",,"CHICAGO","IL","60636","M","31","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DNA","DNA",,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254788","DRIVER","65768e068f2d4457be3bc559658be007232f610e2c68632d090ef399d4730f35278b2b10b7bc8a14c33a8219539b5b4c93ae211454697cd1aa01b599a70d84bf","JE492770","1191083","2021-12-30T11:19:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254761","DRIVER","bbf56e2aa20dfde77b255a410dd5e96081bd29a0c783c68c429f492bc3655cab9d45b176cb3e72ee4b8ef178786031e70dc416f21c3261df59836023896307b1","JE492811","1191056","2021-12-30T11:14:00.000",,"SAUK VILLAGE","IL","60411","F","36","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254762","DRIVER","bbf56e2aa20dfde77b255a410dd5e96081bd29a0c783c68c429f492bc3655cab9d45b176cb3e72ee4b8ef178786031e70dc416f21c3261df59836023896307b1","JE492811","1191062","2021-12-30T11:14:00.000",,"CHICAGO","IL","60636","M","54","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","ST BERNARDS","AMB #14",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254833","DRIVER","3da4542436785edfd00b7f4116baa329dab8520775fedb63522ad113bb1b3a1e7d07b0205ab80a52aba018c7c7f5ceb89e08e270a9e24386b34fca4959e49e8b","JE492841","1191548","2021-12-30T11:10:00.000",,"CHICAGO","IL","60636","F","48","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","NA","NA",,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1259462","PEDESTRIAN","3da4542436785edfd00b7f4116baa329dab8520775fedb63522ad113bb1b3a1e7d07b0205ab80a52aba018c7c7f5ceb89e08e270a9e24386b34fca4959e49e8b","JE492841",,"2021-12-30T11:10:00.000",,"CHICAGO","IL","60653","M","48",,,"NONE PRESENT",,,"NONINCAPACITATING INJURY","UNIVERSITY OF CHICAGO","8",,"NONE","UNKNOWN","NORMAL","NO ACTION","NO CONTRASTING CLOTHING","IN ROADWAY","TEST NOT OFFERED",,
"P280637","PASSENGER","3da4542436785edfd00b7f4116baa329dab8520775fedb63522ad113bb1b3a1e7d07b0205ab80a52aba018c7c7f5ceb89e08e270a9e24386b34fca4959e49e8b","JE492841","1191553","2021-12-30T11:10:00.000","2","CHICAGO","IL","60636","F","52",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","N/A","N/A",,,,,,,,,,
"O1254839","DRIVER","bb773e5b4ee04356da3df1f35532757db4621ce40a79475ad5799ca4fdd6af79e092eb0861cd9422844d564fff7b0ec16c6ba694ee220349b17c6e573c949960","JE492477","1191127","2021-12-30T11:10:00.000",,"CHICAGO","IL","60615","F","57","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254764","DRIVER","0e43eaf2d991aa8b7dc5f41d95c80180da2ea675e2a48e74f8fb4becf94c9e5e6c0c4564962ce23264b074b67b22f9150fa10afdd678795941e6fc966e316ea8","JE492804","1191066","2021-12-30T11:05:00.000",,"CHICAGO","IL","60621","M","45","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","OTHER","NORMAL",,,,"TEST NOT OFFERED",,
"O1254767","DRIVER","0e43eaf2d991aa8b7dc5f41d95c80180da2ea675e2a48e74f8fb4becf94c9e5e6c0c4564962ce23264b074b67b22f9150fa10afdd678795941e6fc966e316ea8","JE492804","1191060","2021-12-30T11:05:00.000",,"MARKHAM","IL","60428","F","31","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1255178","DRIVER","0a1db044ae0e5391e2a3528fbc81a8a51c48089bba89f0198e825a6e69433fbe0aeba7e8feb3c94d1be5fea48601ce2492acd2ac6596eeb3984108d3951fe10d","JE492903","1191450","2021-12-30T11:00:00.000",,"CHICAGO","IL","60619","F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1255179","DRIVER","0a1db044ae0e5391e2a3528fbc81a8a51c48089bba89f0198e825a6e69433fbe0aeba7e8feb3c94d1be5fea48601ce2492acd2ac6596eeb3984108d3951fe10d","JE492903","1191451","2021-12-30T11:00:00.000",,"CHICAGO","IL","60636","F","20","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","IMPAIRED - ALCOHOL",,,,"TEST NOT OFFERED",,
"O1254858","DRIVER","887396ae19e3f342d73f512d76a5ad1e15070b4b27600a6fa7695f676ec1b6e97738d3f8e967a6f1ebc0f7be73b3e212b965165fe9d7565d77101f143be757c5","JE493060","1191147","2021-12-30T11:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254754","DRIVER","ae3e8e45b39676a4d49831678225fecc02021286b097e2fe4d3b4c702eb57fa0d81de61d5c945182c7c467cfd5f6fa6db2291ac4e0ea489e6b217360dd01902b","JE492829","1191046","2021-12-30T11:00:00.000",,"CHICAGO","IL","60632","F",,"IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254755","DRIVER","ae3e8e45b39676a4d49831678225fecc02021286b097e2fe4d3b4c702eb57fa0d81de61d5c945182c7c467cfd5f6fa6db2291ac4e0ea489e6b217360dd01902b","JE492829","1191053","2021-12-30T11:00:00.000",,"CHICAGO","IL",,"M",,"IL",,"NONE PRESENT","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254768","DRIVER","2629b5d294d8a63fa404f41ca025afd832c36fdf1b654322fd1df0cbcdd1f10ccf3275ec776c69886dfed2169518964b7f011081753fe99a56ccb7092be7d29d","JE492817","1191068","2021-12-30T10:56:00.000",,"CHICAGO","IL","60625","F","58","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254769","DRIVER","2629b5d294d8a63fa404f41ca025afd832c36fdf1b654322fd1df0cbcdd1f10ccf3275ec776c69886dfed2169518964b7f011081753fe99a56ccb7092be7d29d","JE492817","1191078","2021-12-30T10:56:00.000",,"CHICAGO","IL","60626","M","58","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254770","DRIVER","2629b5d294d8a63fa404f41ca025afd832c36fdf1b654322fd1df0cbcdd1f10ccf3275ec776c69886dfed2169518964b7f011081753fe99a56ccb7092be7d29d","JE492817","1191088","2021-12-30T10:56:00.000",,"BROOKLYN","NY","11232","F","36","NY","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT","SWEDISH HOSPITAL","CFD 46",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254780","DRIVER","0420398ed44c54180dc1c6a36131b0b64be67c1377511f74bb71f3bb9a3304868f1f3cd77d4a425681cd3a6977f318569eaeed6699092b0213903134030d0fb4","JE492863","1191070","2021-12-30T10:50:00.000",,"CHICAGO","IL",,"F","22","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254781","DRIVER","0420398ed44c54180dc1c6a36131b0b64be67c1377511f74bb71f3bb9a3304868f1f3cd77d4a425681cd3a6977f318569eaeed6699092b0213903134030d0fb4","JE492863","1191079","2021-12-30T10:50:00.000",,"CHICAGO","IL",,"F","66","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254809","DRIVER","a130bc502e1f0f2afeaa83e340a9f8f07b92c02dbdd549cf455a6292be2990d0e6ecda785ce864e9c6133d0b00855296e9052d983b6964f100ddc65d4473f8f7","JE492837","1191106","2021-12-30T10:50:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254810","PEDESTRIAN","a130bc502e1f0f2afeaa83e340a9f8f07b92c02dbdd549cf455a6292be2990d0e6ecda785ce864e9c6133d0b00855296e9052d983b6964f100ddc65d4473f8f7","JE492837",,"2021-12-30T10:50:00.000",,"CHICAGO","IL","60653","M","27",,,"NONE PRESENT",,,"NONINCAPACITATING INJURY","U OF C","EMS 36",,"NONE","UNKNOWN","UNKNOWN","UNKNOWN/NA","NO CONTRASTING CLOTHING","IN ROADWAY","TEST NOT OFFERED",,
"P280532","PASSENGER","a130bc502e1f0f2afeaa83e340a9f8f07b92c02dbdd549cf455a6292be2990d0e6ecda785ce864e9c6133d0b00855296e9052d983b6964f100ddc65d4473f8f7","JE492837","1191106","2021-12-30T10:50:00.000","2",,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1254772","DRIVER","cac9ccaba9539fd60579c601335c90a83a72ab9ab7705cd4198da582485c699bbdfe4a91f760b53b8989a1403c58b940329f2f3bc3bf28d29bd671a2a57212b1","JE492797","1191067","2021-12-30T10:45:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254773","DRIVER","cac9ccaba9539fd60579c601335c90a83a72ab9ab7705cd4198da582485c699bbdfe4a91f760b53b8989a1403c58b940329f2f3bc3bf28d29bd671a2a57212b1","JE492797","1191075","2021-12-30T10:45:00.000",,"CHICAGO","IL","60608","M","31","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","MOVING VEHICLES","NORMAL",,,,"TEST NOT OFFERED",,
"P280526","PASSENGER","cac9ccaba9539fd60579c601335c90a83a72ab9ab7705cd4198da582485c699bbdfe4a91f760b53b8989a1403c58b940329f2f3bc3bf28d29bd671a2a57212b1","JE492797","1191075","2021-12-30T10:45:00.000","3","CHICAGO","IL","60608","F","65",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1254882","DRIVER","2c5bd8a1823601cc3472ba242ea6143f2c407b50f9f30358cac7fc77eddf84cf0fb535ffc3f47f5eb26f4e4f694542299c60c9f0933cbedc29295a71ad21ba2a","JE493112","1191165","2021-12-30T10:35:00.000",,"CHICAGO","IL","60620","F","41","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254883","DRIVER","2c5bd8a1823601cc3472ba242ea6143f2c407b50f9f30358cac7fc77eddf84cf0fb535ffc3f47f5eb26f4e4f694542299c60c9f0933cbedc29295a71ad21ba2a","JE493112","1191171","2021-12-30T10:35:00.000",,"CHICAGO","IL","60629","F","30","IL","AM","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1256322","DRIVER","6bebb64076105a85a81c322fe656d195f7661d4b700af726b7e2c388ee95580c2d94ec9c92700dcc1e10589b901d918b8cb0568e0ee7be9e6026f61bbf977b02","JF101277","1192506","2021-12-30T10:30:00.000",,"CHICAGO","IL","60637","M","28","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1256323","DRIVER","6bebb64076105a85a81c322fe656d195f7661d4b700af726b7e2c388ee95580c2d94ec9c92700dcc1e10589b901d918b8cb0568e0ee7be9e6026f61bbf977b02","JF101277","1192509","2021-12-30T10:30:00.000",,"CHICAGO","IL","60642","M","59","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254756","DRIVER","927a6ea19cc20bee5ba194b3f795344d5326b7dc90dba3c06494106c645879f6b2eb44c150ff0ec535399def9e1c7fd8633ea7c4d8431cdb4d6dfa50834cc75f","JE492780","1191052","2021-12-30T10:30:00.000",,"SAINT CHARLES","IL","60175","F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254757","DRIVER","927a6ea19cc20bee5ba194b3f795344d5326b7dc90dba3c06494106c645879f6b2eb44c150ff0ec535399def9e1c7fd8633ea7c4d8431cdb4d6dfa50834cc75f","JE492780","1191059","2021-12-30T10:30:00.000",,"CHICAGO","IL","60644","F","29","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254765","DRIVER","a65ca8e4f57ce4d21c95a3a02ff57d2e8283345aaa1a7d6980a707d53f1b48087ffa4feff10966b0ec012eda46d53ad9518408819705eb2c8bd237c9634072ec","JE492775","1191058","2021-12-30T10:30:00.000",,"CHICAGO","IL","60608","M","42","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY",,,,"DISREGARDED CONTROL DEVICES","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254766","DRIVER","a65ca8e4f57ce4d21c95a3a02ff57d2e8283345aaa1a7d6980a707d53f1b48087ffa4feff10966b0ec012eda46d53ad9518408819705eb2c8bd237c9634072ec","JE492775","1191064","2021-12-30T10:30:00.000",,"CHICAGO","IL","60654","M","28","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254771","DRIVER","edf43093e857b31983beab22908a26bdf3e2459bc4aa2952d9ea2bed257abc1cd8b8eb789e8bc408b80d1b75625483444009b2d02e4f7a58dac79df906ad8af7","JE492834","1191063","2021-12-30T10:10:00.000",,"CHICAGO","IL","60620","M","27","IL","A","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254746","DRIVER","1c64d3e3e64a9fbcbeea9307a774b975e5b5cd8165db17412186e4463a0805a95bc053129eaa752e77b0c73afe78abf7bae21461f821bdc57a6a2eae63c42725","JE492789","1191043","2021-12-30T10:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254718","DRIVER","64b4a2f3476f38b5aeaa743987f9335b3971579ce7dece6475c295682240a99ee299631446ee7c80d6af39fba47d121a404b1b033313d3d883252c1d44b1614d","JE492725","1191021","2021-12-30T09:49:00.000",,"CINCINNATI","OH","45217","F","30","OH","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254719","DRIVER","64b4a2f3476f38b5aeaa743987f9335b3971579ce7dece6475c295682240a99ee299631446ee7c80d6af39fba47d121a404b1b033313d3d883252c1d44b1614d","JE492725","1191027","2021-12-30T09:49:00.000",,"CHICAGO","IL","60616","F","43","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254744","DRIVER","e330f1042c4cc9225a838ef3191b3c53afe5af817d1c64ff306dd30e395c255d132d2cede922dbb69bda49de7014053007184328354d9c371b5661d7b2bd2abd","JE492732","1191044","2021-12-30T09:34:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254745","DRIVER","e330f1042c4cc9225a838ef3191b3c53afe5af817d1c64ff306dd30e395c255d132d2cede922dbb69bda49de7014053007184328354d9c371b5661d7b2bd2abd","JE492732","1191054","2021-12-30T09:34:00.000",,"CHICAGO","IL",,"M","30","IL","D","SAFETY BELT USED","DEPLOYMENT UNKNOWN","NONE","NONINCAPACITATING INJURY","ST. FRANCIS","CFD #56",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P280523","PASSENGER","e330f1042c4cc9225a838ef3191b3c53afe5af817d1c64ff306dd30e395c255d132d2cede922dbb69bda49de7014053007184328354d9c371b5661d7b2bd2abd","JE492732","1191054","2021-12-30T09:34:00.000","3","CHICAGO","IL",,"F","18",,,"SAFETY BELT USED","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P280525","PASSENGER","e330f1042c4cc9225a838ef3191b3c53afe5af817d1c64ff306dd30e395c255d132d2cede922dbb69bda49de7014053007184328354d9c371b5661d7b2bd2abd","JE492732","1191044","2021-12-30T09:34:00.000","3",,,,"X",,,,"NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1254792","DRIVER","d6b4a7aeefa5e2b4c766f357498be498e9d81d13ae552bcb0d3d6bdb573ce394d69396b27239f0c2b35d404ca6b900a52c124ebb29043869ac618a003d1bb410","JE492887","1191085","2021-12-30T09:10:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1254710","DRIVER","86d0aff142b0846bc9289182e369359c5fb071b53ffea9d43d2d82e4af429a1a83a1234818109c0a117278a718df3204385366be067c095229e08d31fda5c697","JE492680","1191013","2021-12-30T09:00:00.000",,"CHICAGO","IL","60629","M","60","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1254711","DRIVER","86d0aff142b0846bc9289182e369359c5fb071b53ffea9d43d2d82e4af429a1a83a1234818109c0a117278a718df3204385366be067c095229e08d31fda5c697","JE492680","1191015","2021-12-30T09:00:00.000",,"CHICAGO","IL",,"M",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1254958","DRIVER","4637551ed2e465a0a7e38bfb96cd23caacc7952c834bf16571b343692081c03bbed5bf0146dd891ed26b8e622675d8fca23ca79b96afa5e178fdb9fa7b09be55","JE493222","1191244","2021-12-30T08:48:00.000",,"CHICAGO","IL","60707","M",,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
